city,distance_from_home
Aarhus,156.4528840026164
Odense,141.07707265879893
Aalborg,222.54770384849937
Esbjerg,260.5049068797008
Vejle,190.46267446798123
Viborg,214.2339680206434
Hillerod,32.305719340245695
Soro,68.58965710131288
Roskilde,30.387422979619334
Svendborg,140.76730197147654
Frederikshavn,231.8831130225156
